HINDMOTORS.NS,Hindustan Motors Limited,NSE
BILENERGY.NS,Bil Energy Systems Limited,NSE
JUBLINDS.NS,Jubilant Industries Limited,NSE
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,NSE
STEL.NS,Stel Holdings Limited,NSE
SUMMITSEC.NS,Summit Securities Limited,NSE
DALMIABHA.NS,Dalmia Bharat Limited,NSE
BFINVEST.NS,BF Investment Limited,NSE
KICL.NS,Kalyani Investment Company Limited,NSE
SPYL.NS,Shekhawati Poly-Yarn Limited,NSE
SURANASOL.NS,SURANA SOLAR LIMITED,NSE
FMNL.NS,Future Market Networks Limited,NSE
PSB.NS,Punjab & Sind Bank,NSE
RKDL.NS,Ravi Kumar Distilleries Limited,NSE
KIRLOSENG.NS,Kirloskar Oil Engines Limited,NSE
A2ZINFRA.NS,A2Z INFRA ENGINEERING LIMITED,NSE
KTIL.NS,Kesar Terminals & Infrastructure Limited,NSE
ZEELEARN.NS,Zee Learn Limited,NSE
MOIL.NS,MOIL Limited,NSE
JAMNAAUTO.NS,Jamna Auto Industries Limited,NSE
NET4.NS,Net 4 India Limited,NSE
SUMEETINDS.NS,Sumeet Industries Limited,NSE
RPPINFRA.NS,R.P.P. Infra Projects Limited,NSE
PENIND.NS,Pennar Industries Limited,NSE
JINDWORLD.NS,Jindal Worldwide Limited,NSE
GRAVITA.NS,Gravita India Limited,NSE
TECHNO.NS,Techno Electric & Engineering Company Limited,NSE
ANDHRACEMT.NS,Andhra Cements Limited,NSE
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,NSE
COALINDIA.NS,Coal India Limited,NSE
CGCL.NS,Capri Global Capital Limited,NSE
RESPONIND.NS,Responsive Industries Limited,NSE
GAL.NS,Gyscoal Alloys Limited,NSE
PRESTIGE.NS,Prestige Estates Projects Limited,NSE
BSLIMITED.NS,BS LIMITED,NSE
OBEROIRLTY.NS,Oberoi Realty Limited,NSE
CEBBCO.NS,Commercial Engineers & Body Builders Co Limited,NSE
ASHOKA.NS,Ashoka Buildcon Limited,NSE
BEDMUTHA.NS,Bedmutha Industries Limited,NSE
WABAG.NS,VA Tech Wabag Limited,NSE
CANTABIL.NS,Cantabil Retail India Limited,NSE
GALLISPAT.NS,Gallantt Ispat Limited,NSE
RAMKY.NS,Ramky Infrastructure Limited,NSE
GREENPOWER.NS,Orient Green Power Company Limited,NSE
ESL.NS,Electrosteel Steels Limited,NSE
CAREERP.NS,Career Point Limited,NSE
EROSMEDIA.NS,Eros International Media Limited,NSE
MICROSEC.NS,Microsec Financial Services Limited,NSE
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,NSE
DIAPOWER.NS,Diamond Power Infra Ltd,NSE
INDOSOLAR.NS,Indosolar Limited,NSE
KILITCH.NS,Kilitch Drugs (India) Limited,NSE
DEEPAKNTR.NS,Deepak Nitrite Limited,NSE
WELINV.NS,Welspun Investments and Commercials Limited,NSE
HINDCOPPER.NS,Hindustan Copper Limited,NSE
ADFFOODS.NS,ADF Foods Limited,NSE
GPPL.NS,Gujarat Pipavav Port Limited,NSE
PRAKASHSTL.NS,Prakash Steelage Limited,NSE
UGARSUGAR.NS,The Ugar Sugar Works Limited,NSE
PDPL.NS,Parenteral Drugs (India) Limited,NSE
BAJAJCORP.NS,Bajaj Corp Limited,NSE
IITL.NS,Industrial Investment Trust Limited,NSE
FARMAXIND.NS,Farmax India Limited,NSE
SKSMICRO.NS,SKS Microfinance Limited,NSE
GEINDSYS.NS,GEI Industrial Systems Limited,NSE
AHLEAST.NS,Asian Hotels (East) Limited,NSE
AHLWEST.NS,Asian Hotels (West) Limited,NSE
USHERAGRO.NS,Usher Agro Limited,NSE
SHRIASTER.NS,SHRI ASTER SILICATES LIMITED,NSE
EMAMIINFRA.NS,Emami Infrastructure Limited,NSE
BLISSGVS.NS,Bliss GVS Pharma Limited,NSE
IMFA.NS,Indian Metals & Ferro Alloys Limited,NSE
HMVL.NS,Hindustan Media Ventures Limited,NSE
TECHNOFAB.NS,Technofab Engineering Limited,NSE
TI.NS,Tilaknagar Industries Limited,NSE
UMESLTD.NS,Usha Martin Education & Solutions Limited,NSE
PARABDRUGS.NS,Parabolic Drugs Limited,NSE
KIRLOSIND.NS,Kirloskar Industries Limited,NSE
PIONDIST.NS,Pioneer Distilleries Limited,NSE
SUNDARAM.NS,Sundaram Multi Pap Limited,NSE
RAINBOWPAP.NS,Rainbow Papers Limited,NSE
GUJNREDVR.NS,Gujarat NRE Coke Limited,NSE
JPINFRATEC.NS,Jaypee Infratech Limited,NSE
SJVN.NS,SJVN Limited,NSE
KSL.NS,Kalyani Steels Limited,NSE
MANDHANA.NS,Mandhana Industries Limited,NSE
TARAPUR.NS,Tarapur Transformers Limited,NSE
NITESHEST.NS,Nitesh Estates Limited,NSE
TALWALKARS.NS,Talwalkars Better Value Fitness Limited,NSE
KIRLOSBROS.NS,Kirloskar Brothers Limited,NSE
ISFT.NS,Intrasoft Technologies Limited,NSE
SGJHL.NS,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,NSE
ASIANHOTNR.NS,Asian Hotels (North) Limited,NSE
PERSISTENT.NS,Persistent Systems Limited,NSE
WHIRLPOOL.NS,Whirlpool of India Limited,NSE
PRADIP.NS,Pradip Overseas Limited,NSE
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,NSE
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,NSE
TRF.NS,TRF Limited,NSE
UNITEDBNK.NS,United Bank of India,NSE
MANINFRA.NS,Man Infraconstruction Limited,NSE
TEXMOPIPES.NS,Texmo Pipes and Products Limited,NSE
DEEPIND.NS,Deep Industries Limited,NSE
SPECTACLE.NS,Spectacle Ventures Limited,NSE
SMPL.NS,Sujana Metal Products Limited,NSE
KECL.NS,Kirloskar Electric Company Limited,NSE
ORIENTLTD.NS,Orient Press Limited,NSE
ARSSINFRA.NS,ARSS Infrastructure Projects Limited,NSE
HATHWAY.NS,Hathway Cable & Datacom Limited,NSE
EMMBI.NS,Emmbi Industries Limited,NSE
DBREALTY.NS,D B Realty Limited,NSE
THANGAMAYL.NS,Thangamayil Jewellery Limited,NSE
VASCONEQ.NS,Vascon Engineers Limited,NSE
SYNCOM.NS,Syncom Healthcare Limited,NSE
JUBLFOOD.NS,Jubilant Foodworks Limited,NSE
INFINITE.NS,Infinite Computer Solutions (India) Limited,NSE
MBLINFRA.NS,MBL Infrastructures Limited,NSE
BAYERCROP.NS,Bayer Cropscience Limited,NSE
NESTLEIND.NS,Nestle India Limited,NSE
ABBOTINDIA.NS,Abbott India Limited,NSE
DBCORP.NS,D.B.Corp Limited,NSE
GODREJPROP.NS,Godrej Properties Limited,NSE
JSWENERGY.NS,JSW Energy Limited,NSE
DLINKINDIA.NS,D-Link (India) Limited,NSE
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,NSE
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,NSE
ARSHIYA.NS,Arshiya Limited,NSE
COX&KINGS.NS,Cox & Kings Limited,NSE
SHILPAMED.NS,Shilpa Medicare Limited,NSE
REFEX.NS,Refex Industries Limited,NSE
SARDAEN.NS,Sarda Energy & Minerals Limited,NSE
ASTEC.NS,Astec LifeSciences Limited,NSE
DEN.NS,Den Networks Limited,NSE
SUNTECK.NS,Sunteck Realty Limited,NSE
ZYDUSWELL.NS,Zydus Wellness Limited,NSE
RTNPOWER.NS,RattanIndia Power Limited,NSE
SQSBFSI.NS,SQS India BFSI Limited,NSE
EUROMULTI.NS,Euro Multivision Limited,NSE
PIPAVAVDOC.NS,Pipavav Defence and Offshore Engineering Company Limited,NSE
OIL.NS,Oil India Limited,NSE
GLOBUSSPR.NS,Globus Spirits Limited,NSE
JINDCOT.NS,Jindal Cotex Limited,NSE
NHPC.NS,NHPC Limited,NSE
ADANIPOWER.NS,Adani Power Limited,NSE
RAJOIL.NS,Raj Oil Mills Limited,NSE
EXCEL.NS,Excel Realty N Infra Limited,NSE
MYSOREBANK.NS,State Bank of Mysore,NSE
VINATIORGA.NS,Vinati Organics Limited,NSE
GKWLIMITED.NS,GKW Limited,NSE
MHRIL.NS,Mahindra Holidays & Resorts India Limited,NSE
AJMERA.NS,Ajmera Realty & Infra India Limited,NSE
KEMROCK.NS,Kemrock Industries and Exports Limited,NSE
ARROWTEX.NS,Arrow Textiles Limited,NSE
REISIXTEN.NS,REI Six Ten Retail Limited,NSE
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,NSE
HARITASEAT.NS,Harita Seating Systems Limited,NSE
MAWANASUG.NS,Mawana Sugars Limited,NSE
FRLDVR.NS,Future Retail Limited,NSE
GISOLUTION.NS,GI Engineering Solutions Limited,NSE
COUNCODOS.NS,Country Condo's Limited,NSE
JIKIND.NS,JIK Industries Limited,NSE
REIAGROLTD.NS,Rei Agro Limited,NSE
ALKALI.NS,Alkali Metals Limited,NSE
TATAMTRDVR.NS,Tata Motors Limited,NSE
NEULANDLAB.NS,Neuland Laboratories Limited,NSE
INDBANK.NS,Indbank Merchant Banking Services Limited,NSE
JOCIL.NS,Jocil Limited,NSE
20MICRONS.NS,20 Microns Limited,NSE
WABCOINDIA.NS,WABCO India Limited,NSE
AUSTRAL.NS,Austral Coke & Projects Limited,NSE
NUTEK.NS,Nu Tek India Limited,NSE
SICAGEN.NS,Sicagen India Limited,NSE
LPDC.NS,Landmark Property Development Company Limited,NSE
LGBFORGE.NS,LGB Forge Limited,NSE
OISL.NS,OCL Iron and Steel Limited,NSE
BIRLACOT.NS,Birla Cotsyn (India) Limited,NSE
KOKUYOCMLN.NS,Kokuyo Camlin Limited,NSE
UBL.NS,United Breweries Limited,NSE
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,NSE
KSK.NS,KSK Energy Ventures Limited,NSE
LOTUSEYE.NS,Lotus Eye Care Hospital Limited,NSE
FIRSTWIN.NS,First Winner Industries Limited,NSE
ARCHIDPLY.NS,Archidply Industries Limited,NSE
MVL.NS,MVL Limited,NSE
ALSTOMT&D.NS,Alstom T&D India Limited,NSE
METKORE.NS,Metkore Alloys & Industries Limited,NSE
RANEENGINE.NS,Rane Engine Valve Limited,NSE
RBL.NS,Rane Brake Lining Limited,NSE
ALMONDZ.NS,Almondz Global Securities Limited,NSE
RPGLIFE.NS,RPG Life Sciences Limited,NSE
GOKUL.NS,Gokul Refoils and Solvent Limited,NSE
PIRPHYTO.NS,Piramal Phytocare Limited,NSE
SURANACORP.NS,Surana Corporation Limited,NSE
SPICEMOBI.NS,Spice Mobility Limited,NSE
BAJAJFINSV.NS,Bajaj Finserv Limited,NSE
BAJAJ-AUTO.NS,Bajaj Auto Limited,NSE
ANIKINDS.NS,Anik Industries Limited,NSE
UBHOLDINGS.NS,United Breweries (Holdings) Limited,NSE
VIJSHAN.NS,Vijay Shanthi Builders Limited,NSE
KIRIINDUS.NS,Kiri Industries Limited,NSE
DPSCLTD.NS,DPSC Limited,NSE
TWL.NS,Titagarh Wagons Limited,NSE
NESCO.NS,Nesco Limited,NSE
EIHAHOTELS.NS,EIH Associated Hotels Limited,NSE
SITASHREE.NS,Sita Shree Food Products Limited,NSE
GAMMNINFRA.NS,Gammon Infrastructure Projects Limited,NSE
IBVENTURES.NS,Indiabulls Ventures Limited,NSE
BALLARPUR.NS,Ballarpur Industries Limited,NSE
VGUARD.NS,V-Guard Industries Limited,NSE
RECLTD.NS,Rural Electrification Corporation Limited,NSE
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSE
GSS.NS,GSS Infotech Limited,NSE
RAIN.NS,Rain Industries Limited,NSE
NMDC.NS,NMDC Limited,NSE
SHALPAINTS.NS,Shalimar Paints Limited,NSE
IRB.NS,IRB Infrastructure Developers Limited,NSE
TULSI.NS,Tulsi Extrusions Limited,NSE
SHRIRAMEPC.NS,Shriram EPC Limited,NSE
BANG.NS,Bang Overseas Limited,NSE
SUJANAUNI.NS,Sujana Universal Industries Limited,NSE
TANTIACONS.NS,Tantia Constructions Limited,NSE
ONMOBILE.NS,OnMobile Global Limited,NSE
HERCULES.NS,Hercules Hoists Limited,NSE
KNRCON.NS,KNR Constructions Limited,NSE
CORDSCABLE.NS,Cords Cable Industries Limited,NSE
JKIL.NS,J.Kumar Infraprojects Limited,NSE
RPOWER.NS,Reliance Power Limited,NSE
BIRLAMONEY.NS,Aditya Birla Money Limited,NSE
CAPF.NS,Capital First Limited,NSE
CEATLTD.NS,CEAT Limited,NSE
KAVVERITEL.NS,Kavveri Telecom Products Limited,NSE
AMBIKCO.NS,Ambika Cotton Mills Limited,NSE
PATINTLOG.NS,Patel Integrated Logistics Limited,NSE
DPL.NS,Dhunseri Petrochem Limited,NSE
PPAP.NS,PPAP Automotive Limited,NSE
ARIES.NS,Aries Agro Limited,NSE
MANAKSIA.NS,Manaksia Limited,NSE
BURNPUR.NS,Burnpur Cement Limited,NSE
BGRENERGY.NS,BGR Energy Systems Limited,NSE
ECLERX.NS,eClerx Services Limited,NSE
BRIGADE.NS,Brigade Enterprises Limited,NSE
TRIL.NS,Transformers And Rectifiers (India) Limited,NSE
KALYANIFRG.NS,Kalyani Forge Limited,NSE
HITECHPLAS.NS,Hitech Plast Limited,NSE
MADHAV.NS,Madhav Marbles and Granites Limited,NSE
JYOTHYLAB.NS,Jyothy Laboratories Limited,NSE
COLPAL.NS,Colgate Palmolive (India) Limited,NSE
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,NSE
KOLTEPATIL.NS,Kolte - Patil Developers Limited,NSE
EDELWEISS.NS,Edelweiss Financial Services Limited,NSE
RJL.NS,Renaissance Jewellery Limited,NSE
NOESISIND.NS,Noesis Industries Limited,NSE
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,NSE
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,NSE
EDL.NS,Empee Distilleries Limited,NSE
RMCL.NS,Radha Madhav Corporation Limited,NSE
JMCPROJECT.NS,JMC Projects (India)  Limited,NSE
BVCL.NS,Barak Valley Cements Limited,NSE
RELIGARE.NS,Religare Enterprises Limited,NSE
JCTEL.NS,JCT Electronics Limited,NSE
SABTN.NS,Sri Adhikari Brothers Television Network Limited,NSE
ENERGYDEV.NS,Energy Development Company Limited,NSE
DELTACORP.NS,Delta Corp Limited,NSE
BAJAJELEC.NS,Bajaj Electricals Limited,NSE
CERA.NS,Cera Sanitaryware Limited,NSE
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,NSE
